datetime,ticker,open,close,high,low,volume
06/07/1994,TLS 4,305.0,317.0,317.1,305.0,1962107.3
06/07/1994,USI 4,0.99,1.02,1.06,0.99,5799911.0
06/07/1994,VAL 3,93.0,85.01,93.0,85.01,851030.0
06/07/1994,VAL 4,91.0,90.5,92.0,88.0,4677998.2
07/07/1994,BBD 4,5.5,5.65,5.8,5.5,1767650.2
07/07/1994,BRH 4,260.0,250.0,260.0,236.0,1137517.5
07/07/1994,BB  4,22.0,21.5,22.5,20.6,1848118.6
07/07/1994,BMT 4,277.0,276.0,277.0,269.98,1172197.8
07/07/1994,CMI 4,70.0,71.0,71.99,68.5,4101960.3
07/07/1994,CES 4,1097.99,1085.0,1097.99,1045.0,1071495.13
07/07/1994,CNF 4,730.0,725.0,730.0,720.0,1082375.0
07/07/1994,CTN 4,237.5,250.0,255.0,237.5,2705019.7
07/07/1994,ELE 3,225.0,226.0,230.0,218.0,11265595.5
07/07/1994,ELE 6,225.0,229.0,230.0,221.0,18316926.6
07/07/1994,LAM 4,26.0,26.35,26.5,25.99,3775252.3
07/07/1994,PET 4,113.0,115.0,117.5,113.0,22703676.1
07/07/1994,BRD 4,32.7,34.0,34.3,32.6,1284080.1
07/07/1994,CSN 3,28.0,27.0,28.5,26.5,2637066.0
07/07/1994,TEL 3,28.76,29.7,30.5,28.76,2152620.0
07/07/1994,TEL 4,41.5,40.9,41.7,40.1,123331731.0
07/07/1994,TLS 3,230.0,240.0,245.0,230.0,1511660.6
07/07/1994,TLS 4,325.0,331.0,332.0,320.0,2438155.9
07/07/1994,USI 4,1.08,1.05,1.09,1.04,1703153.0
07/07/1994,VAL 4,94.0,101.0,103.0,92.5,10454150.6
08/07/1994,BB  4,21.5,21.3,22.0,21.0,1344777.0
08/07/1994,BMT 4,270.0,270.0,274.0,270.0,1136960.0
08/07/1994,CMI 4,72.0,75.99,76.0,70.0,3679756.3
08/07/1994,ELE 3,225.0,231.0,231.0,222.0,13425081.1
08/07/1994,ELE 6,226.0,235.0,235.0,222.0,13274274.8
08/07/1994,KLA 4,1350.0,1395.0,1395.0,1350.0,1429710.06
08/07/1994,PMA 4,15.0,15.7,15.7,14.55,1129120.0
08/07/1994,PET 4,114.0,121.0,122.0,112.0,19987707.8
08/07/1994,BRD 4,34.0,36.0,36.0,33.9,1399148.3
08/07/1994,SCO 4,923.5,925.0,925.0,919.99,1072036.8
08/07/1994,CSN 3,27.0,27.8,27.9,26.5,6151801.0
08/07/1994,TEL 3,29.7,30.7,30.8,29.3,1446041.0
08/07/1994,TEL 4,40.4,42.6,43.0,40.01,132443173.0
08/07/1994,TLS 4,335.0,355.01,360.0,335.0,4537081.8
08/07/1994,USI 4,1.05,1.1,1.1,1.05,3265443.0
08/07/1994,VAL 4,101.0,106.0,108.5,101.0,8769757.0
11/07/1994,BBD 4,5.99,6.2,6.2,5.88,984001.2
11/07/1994,CMI 4,77.0,76.5,78.5,74.99,2548601.0
11/07/1994,CES 4,1150.0,1140.0,1190.0,1125.0,1179236.0
11/07/1994,CPN 5,431.0,430.0,440.0,430.0,1185841.0
11/07/1994,ELE 3,231.99,228.0,237.0,222.0,9970847.0
11/07/1994,ELE 6,240.0,229.0,240.0,224.0,6041693.5
11/07/1994,ERI 4,5.0,4.92,5.04,4.91,1099108.0
11/07/1994,FFT 4,2.09,2.08,2.15,2.08,870139.0
11/07/1994,KLA 4,1400.0,1400.0,1420.0,1400.0,1889595.2
11/07/1994,LIG 3,265.0,245.0,265.0,240.0,902431.8
11/07/1994,PET 4,123.0,121.0,125.0,117.0,16106887.3
11/07/1994,BRD 4,36.0,36.0,36.5,35.5,2208148.0
11/07/1994,CSN 3,27.1,27.0,27.8,27.0,3802324.0
11/07/1994,TEL 3,30.5,29.7,31.0,29.59,1343976.0
11/07/1994,TEL 4,43.1,42.1,43.2,41.1,93651702.0
11/07/1994,TLS 4,360.0,350.01,370.0,350.0,2920208.3
11/07/1994,UNI 6,2.75,2.7,2.75,2.7,1099335.1
11/07/1994,USI 4,1.12,1.08,1.14,1.06,2555766.0
11/07/1994,VAL 4,107.0,105.0,110.0,102.0,4460870.8
12/07/1994,BBD 4,6.3,6.45,6.49,6.3,1880541.1
12/07/1994,BB  4,21.0,19.8,21.0,19.8,1343996.7
12/07/1994,CMI 4,78.0,73.01,78.0,73.0,2383776.8
12/07/1994,ELE 3,235.0,220.0,235.0,220.0,7522200.0
12/07/1994,ELE 6,238.0,221.0,238.0,220.0,10058063.6
12/07/1994,ITS 4,500.0,495.0,520.0,495.0,872949.0
12/07/1994,LIG 3,250.0,236.0,250.0,235.0,1821072.5
12/07/1994,PET 4,123.0,117.0,124.99,116.0,11316116.4
12/07/1994,CST 6,600.0,585.0,605.0,580.0,1222062.85
12/07/1994,TEL 3,30.5,29.4,30.7,29.0,2304153.0
12/07/1994,TEL 4,43.0,41.4,43.2,41.3,116417744.0
12/07/1994,TLS 4,360.0,345.0,360.0,345.0,904771.0
12/07/1994,USI 4,1.07,1.06,1.11,1.06,2751529.0
12/07/1994,VAL 4,108.0,103.0,108.0,102.5,2689105.3
13/07/1994,BBD 4,6.45,6.3,6.58,6.3,1710911.4
13/07/1994,BB  4,20.0,17.5,20.0,17.5,2580291.6
13/07/1994,CMI 4,74.0,70.01,74.0,68.9,3645588.3
13/07/1994,ELE 3,220.0,217.0,220.0,214.0,8255555.5
13/07/1994,ELE 6,224.0,219.0,224.0,215.0,6263068.4
13/07/1994,PET 4,118.0,114.51,121.0,114.0,15515421.0
13/07/1994,BRD 4,34.5,33.0,34.5,33.0,800761.9
13/07/1994,REP 4,1.65,1.63,1.65,1.59,891395.0
13/07/1994,SCO 4,920.0,927.2,929.0,920.0,919951.0
13/07/1994,CSN 3,26.5,26.5,26.8,26.2,906410.0
13/07/1994,TEL 3,29.0,28.4,29.5,28.3,1125948.0
13/07/1994,TEL 4,41.7,40.5,42.0,40.0,107792854.0
13/07/1994,TLS 4,330.0,340.0,355.0,330.0,1473717.3
13/07/1994,USI 4,1.08,1.04,1.08,1.01,2583887.0
13/07/1994,VAL 4,103.01,104.0,106.0,102.0,4128221.0
14/07/1994,ALB 3,1309.0,1310.0,1310.0,1309.0,1114807.7
14/07/1994,BB  4,18.0,18.4,18.7,17.99,1559904.0
14/07/1994,BMT 3,360.0,359.99,360.0,354.0,1531298.0
14/07/1994,CMI 4,72.0,74.0,75.5,72.0,3793770.3
14/07/1994,ELE 3,230.0,220.01,230.0,219.0,11897936.2
14/07/1994,ELE 6,230.0,223.0,235.0,220.0,11533894.0
14/07/1994,PET 4,117.0,121.5,124.0,117.0,15094402.4
14/07/1994,BRD 4,34.0,34.0,34.5,33.5,1794530.5
14/07/1994,CSN 3,26.7,26.5,26.8,26.0,1040816.0
14/07/1994,TEL 3,29.4,31.0,31.0,29.2,2714603.0
14/07/1994,TEL 4,41.7,43.1,43.4,41.7,120109632.0
14/07/1994,TLS 4,355.0,358.0,360.0,350.0,2256540.3
14/07/1994,USI 4,1.05,1.07,1.08,1.02,4276697.0
14/07/1994,VAL 3,100.0,100.0,100.0,100.0,5260000.0
14/07/1994,VAL 4,106.0,109.0,110.5,106.0,6552577.4
15/07/1994,BB  4,19.5,19.98,20.0,19.3,2835712.1
15/07/1994,CMI 4,77.0,77.5,77.5,75.5,3648201.9
15/07/1994,ICP 4,262.0,262.0,262.0,260.0,1136134.2
15/07/1994,CTL 4,25.0,26.0,26.0,25.0,1500818.0
15/07/1994,ELE 3,235.0,218.0,235.0,215.0,46824709.3
15/07/1994,ELE 6,230.0,220.0,236.0,218.0,23794511.6
15/07/1994,LIG 3,260.0,269.99,275.0,255.0,2382629.3
15/07/1994,PET 4,125.0,123.5,127.0,122.0,15182470.3
15/07/1994,CSN 3,26.6,26.5,27.0,26.4,3546645.0
15/07/1994,TEL 3,31.1,31.0,31.8,30.6,3078371.0
15/07/1994,TEL 4,44.0,43.9,44.7,43.5,119860039.0
15/07/1994,TLS 4,365.01,365.0,369.99,360.0,2432473.5
15/07/1994,USI 4,1.09,1.06,1.1,1.05,4763881.0
15/07/1994,VAL 4,113.0,113.0,113.01,110.0,6040458.5
18/07/1994,BBD 4,6.4,6.4,6.49,6.4,1284162.7
18/07/1994,BRH 4,244.99,245.0,245.0,244.99,803596.5
18/07/1994,BB  4,20.0,19.99,20.01,19.99,848356.6
18/07/1994,LIT 3,2080.0,2080.0,2080.0,2000.0,1084480.0
18/07/1994,BMT 3,360.0,360.0,360.0,337.5,6812090.0
18/07/1994,CMI 4,77.5,77.3,77.5,77.0,7566287.4
18/07/1994,ICP 4,266.0,265.0,267.0,265.0,661739.0
18/07/1994,CNF 4,815.0,820.0,820.0,815.0,1386250.0
18/07/1994,CTN 4,244.99,244.99,244.99,244.99,906463.0
18/07/1994,ELE 3,222.0,220.01,224.0,217.0,11295292.6
18/07/1994,ELE 6,225.0,223.0,227.0,217.0,7963693.8
18/07/1994,LIG 3,280.0,277.0,280.0,270.0,1269760.0
18/07/1994,POM 5,235.0,234.99,235.0,234.97,1127977.0
18/07/1994,PET 4,124.0,120.5,125.0,120.5,8023941.1
18/07/1994,SCO 4,940.0,939.0,940.0,935.7,862517.5
18/07/1994,CSN 3,26.5,25.5,26.5,25.5,1881428.0
18/07/1994,TEL 3,30.7,30.0,30.7,30.0,640113.0
18/07/1994,TEL 4,44.5,43.4,44.5,43.2,56006655.0
18/07/1994,TLS 4,365.0,350.0,365.0,350.0,856622.1
18/07/1994,USI 4,1.07,1.06,1.07,1.03,1840205.0
18/07/1994,VAL 4,113.0,111.11,113.0,110.0,1704126.2
19/07/1994,BBD 4,6.4,6.4,6.4,6.3,1861688.0
19/07/1994,BRH 4,245.0,240.0,245.0,240.0,1296840.0
19/07/1994,BB  4,20.0,20.0,20.25,19.95,1542665.5
19/07/1994,BMT 4,244.0,240.01,244.0,240.01,789940.4
19/07/1994,CMI 4,77.0,74.51,77.0,74.5,1890318.0
19/07/1994,DUR 4,46.2,45.01,47.0,45.0,1018504.1
19/07/1994,ELE 3,218.0,215.5,223.0,215.0,19170632.2
19/07/1994,ELE 6,218.0,217.0,223.5,215.0,9398191.6
19/07/1994,LIG 3,270.0,265.0,275.01,264.99,2462052.7
19/07/1994,PET 4,115.0,113.5,118.0,113.0,9849199.1
19/07/1994,REA 3,501.0,998.0,998.0,501.0,9495989.9
19/07/1994,CSN 3,24.8,24.8,25.0,24.6,974928.0
19/07/1994,TEL 3,29.0,29.2,29.6,29.0,1275225.0
19/07/1994,TEL 4,42.5,40.8,42.5,40.6,72041528.0
19/07/1994,USI 4,1.04,0.99,1.04,0.99,1146809.0
19/07/1994,VAL 4,110.0,105.0,110.1,105.0,2288518.6
20/07/1994,BBD 4,6.4,6.7,6.7,6.4,1053115.6
20/07/1994,BB  4,20.5,21.4,21.5,19.75,809622.7
20/07/1994,CMI 4,76.0,77.5,77.51,75.0,3003391.6
20/07/1994,CEV 4,8.22,8.45,8.45,8.09,775490.0
20/07/1994,ELE 3,223.0,228.01,232.0,221.0,26039885.9
20/07/1994,ELE 6,225.0,234.99,235.0,222.0,11834658.3
20/07/1994,ITA 4,200.0,206.0,208.0,200.0,755140.0
20/07/1994,LIG 3,280.0,270.0,280.0,265.0,1343526.1
20/07/1994,MSA 4,3489.0,3500.0,3500.0,3489.0,3224976.0
20/07/1994,PET 4,117.0,117.0,119.0,113.5,13918298.1
20/07/1994,CSN 3,24.8,25.5,25.5,24.8,1087461.0
20/07/1994,CST 6,538.0,510.01,545.0,506.0,1439047.71
20/07/1994,TEL 3,29.5,30.2,30.2,29.2,1915166.0
20/07/1994,TEL 4,42.0,42.51,43.2,41.1,69049278.0
20/07/1994,TLS 4,345.0,340.0,345.0,330.0,1948409.0
20/07/1994,USI 4,1.05,1.07,1.07,1.0,3860705.0
20/07/1994,VAL 4,108.0,111.0,112.5,107.0,2650337.8
21/07/1994,ACE 3,49.7,48.89,51.0,48.89,2676851.0
21/07/1994,BBD 4,6.5,6.9,6.9,6.5,1502758.6
21/07/1994,BB  4,21.3,21.0,21.71,20.99,1999271.9
21/07/1994,CMI 3,50.0,46.0,50.0,45.99,1578297.0
21/07/1994,CMI 4,78.0,78.0,78.0,76.5,2771956.4
21/07/1994,CPN 5,420.0,423.0,425.0,415.0,976910.0
21/07/1994,DUR 4,47.0,48.5,48.5,47.0,1750540.0
21/07/1994,ELE 3,230.0,226.99,234.0,222.99,17573864.0
21/07/1994,ELE 6,225.0,227.0,235.0,223.0,15075150.1
21/07/1994,DPP 4,11.6,12.5,12.5,11.6,846950.0
21/07/1994,LIG 3,270.0,260.02,270.0,260.0,904688.9
21/07/1994,PET 4,117.0,115.5,117.5,112.5,11025797.1
21/07/1994,BRD 4,32.5,32.7,32.7,32.3,999989.1
21/07/1994,SCO 4,930.0,924.99,930.0,924.99,976823.0
21/07/1994,CSN 3,25.5,25.0,25.52,25.0,1085303.0
21/07/1994,CST 6,520.0,516.0,525.0,515.0,1426017.22
21/07/1994,TEL 3,29.5,29.99,30.2,29.5,1437004.0
21/07/1994,TEL 4,42.7,42.6,42.9,41.6,81863536.0
21/07/1994,TLS 3,290.0,297.0,300.0,290.0,1228785.5
21/07/1994,TLS 4,345.0,349.0,349.0,340.1,1936426.1
21/07/1994,USI 4,1.02,1.03,1.05,1.01,3401403.0
21/07/1994,VAL 4,111.5,108.5,113.0,107.0,5184471.1
21/07/1994,VSM 3,3400.0,3400.0,3400.0,3400.0,1193400.0
22/07/1994,ARC 6,2210.0,2210.0,2210.0,2210.0,1768000.0
22/07/1994,BBD 4,6.9,6.95,7.0,6.75,824727.6
22/07/1994,BB  4,21.2,21.0,21.2,20.0,1474482.5
22/07/1994,BMT 4,235.0,237.0,237.0,234.2,935403.0
22/07/1994,CMI 4,78.0,78.49,78.99,76.99,1256669.4
22/07/1994,ELE 3,230.0,216.0,231.0,213.0,15191603.3
22/07/1994,ELE 6,230.0,218.0,231.0,213.0,13264754.0
22/07/1994,DPP 4,12.5,12.5,12.6,12.4,1355815.0
22/07/1994,BNA 4,22.0,22.0,22.0,21.5,792029.8
22/07/1994,BNE 4,350.0,350.0,354.0,350.0,5397703.0
22/07/1994,PET 4,118.0,116.5,119.0,115.0,7471176.9
22/07/1994,BRI 3,1190.0,1190.0,1190.0,1190.0,2677500.0
22/07/1994,SCO 4,925.0,929.0,929.0,921.0,756815.0
22/07/1994,CSN 3,25.0,24.0,25.0,23.9,1081147.0
22/07/1994,TEL 3,30.5,29.9,30.8,29.7,1192029.0
22/07/1994,TEL 4,44.0,42.3,44.0,42.0,77131083.0
22/07/1994,TLS 4,355.0,365.0,367.99,353.0,3957085.3
22/07/1994,USI 4,1.06,1.01,1.06,1.0,3202482.0
22/07/1994,VAL 4,111.0,107.0,111.5,106.5,2442564.0
25/07/1994,BB  4,21.0,20.0,21.0,20.0,571615.2
25/07/1994,CMI 4,78.5,77.0,78.5,76.01,1217002.0
25/07/1994,CES 4,1049.99,1050.0,1050.0,1030.0,499434.89
25/07/1994,CPN 5,415.0,412.0,415.01,411.99,484440.1
25/07/1994,CTN 4,238.5,233.0,238.5,233.0,706500.0
25/07/1994,ELE 3,222.0,221.0,225.0,216.0,11755436.1
25/07/1994,ELE 6,224.0,220.0,225.0,216.99,8599501.9
25/07/1994,DPP 4,12.6,12.6,12.6,12.5,1326140.0
25/07/1994,PDG 4,0.5,0.45,0.51,0.45,676162.0
25/07/1994,PET 4,118.0,117.0,118.0,115.5,2017452.7
25/07/1994,SCO 4,925.0,922.75,925.0,922.75,555875.0
25/07/1994,CSN 3,24.0,24.0,24.2,23.6,1123181.0
25/07/1994,CST 6,530.0,521.0,530.11,520.0,507482.39
25/07/1994,TEL 3,30.1,29.8,30.1,29.6,1185064.0
25/07/1994,TEL 4,43.0,42.7,43.0,41.6,49652566.0
25/07/1994,TLS 4,366.0,364.0,366.0,360.0,1717280.0
25/07/1994,USI 4,1.01,0.99,1.01,0.97,3472259.0
25/07/1994,VAL 4,107.0,108.0,108.0,105.0,1376175.2
25/07/1994,WHM 3,8.25,8.05,8.25,8.0,692084.7
26/07/1994,ALB 3,1260.01,1260.0,1260.01,1260.0,1336860.61
26/07/1994,ALP 3,160.0,160.0,160.0,159.0,3146327.6
26/07/1994,ALP 4,130.0,127.0,135.0,126.0,1248010.0
26/07/1994,ARN 4,245000.0,245000.0,250000.0,240000.0,832676.0
26/07/1994,BBD 4,6.9,6.7,6.9,6.51,1146667.2
26/07/1994,BB  4,20.5,20.5,20.5,19.95,1156274.3
26/07/1994,CAB 4,169.0,148.0,169.0,148.0,682306.1
26/07/1994,CMI 4,76.5,77.99,78.0,76.0,3329599.0
26/07/1994,CEV 4,8.95,9.04,9.1,8.89,766527.0
26/07/1994,ICP 4,262.0,262.0,262.0,262.0,1239260.0
26/07/1994,DUR 4,47.5,48.7,52.0,47.5,612594.0
26/07/1994,ELE 3,222.0,225.0,225.0,217.0,10076273.0
26/07/1994,ELE 6,220.0,228.0,228.0,216.0,5985994.9
26/07/1994,PTI 4,8.4,8.35,8.4,8.0,1139861.0
26/07/1994,LAM 4,26.0,26.2,26.2,26.0,755020.0
26/07/1994,PSI 4,33.99,34.0,34.0,33.99,781999.0
26/07/1994,PET 4,117.0,122.5,122.5,116.5,4932199.9
26/07/1994,SCO 4,925.0,927.0,927.0,925.0,794631.0
26/07/1994,CSN 3,24.0,24.7,24.99,24.0,863535.0
26/07/1994,TEL 3,29.6,30.9,31.0,29.6,2415223.0
26/07/1994,TEL 4,42.9,43.49,43.5,42.35,70089250.0
26/07/1994,TLS 4,364.0,370.0,375.0,364.0,2148351.9
26/07/1994,USI 4,1.0,1.02,1.03,0.97,3762647.0
26/07/1994,VAL 4,108.0,112.99,113.0,107.0,3799903.5
27/07/1994,ANT 3,114998.99,118100.0,118100.0,114998.99,936935.16
27/07/1994,ARN 4,245000.0,245000.0,245000.0,245000.0,1225000.0
27/07/1994,BBD 4,6.7,6.7,7.0,6.7,2137170.2
27/07/1994,BB  4,20.5,20.8,21.0,20.5,1093061.0
27/07/1994,BMT 4,250.0,239.0,260.0,239.0,983585.0
27/07/1994,CAB 4,148.0,155.0,158.5,148.0,1434470.2
27/07/1994,CMI 4,77.9,82.3,82.3,77.5,3705649.3
27/07/1994,CES 4,1070.0,1120.0,1120.0,1070.0,881102.36
27/07/1994,CEV 4,8.9,9.0,9.06,8.9,745601.0
27/07/1994,CPL 3,5.7,6.4,6.4,5.7,973271.53
27/07/1994,CPN 5,410.0,414.0,415.0,408.99,1097670.2
27/07/1994,CTN 4,230.0,230.0,230.0,230.0,777400.0
27/07/1994,ELE 3,224.0,233.0,233.0,220.0,12872384.5
27/07/1994,ELE 6,228.0,237.0,237.0,223.0,14747572.9
27/07/1994,PTI 4,8.3,8.6,8.65,8.3,1009559.0
27/07/1994,LAM 4,26.01,26.0,26.01,26.0,724101.6
27/07/1994,MFL 3,1850.0,1700.0,1850.0,1700.0,700050.0
27/07/1994,PET 4,122.0,123.02,124.02,120.0,12435295.5
27/07/1994,BRD 4,33.5,35.05,35.44,33.2,1796688.0
27/07/1994,SCO 4,927.0,949.99,949.99,927.0,1008328.0
27/07/1994,CSN 3,24.51,26.0,26.6,24.5,2337869.0
27/07/1994,CRU 3,5350.0,5460.0,5460.0,5350.0,1123034.87
27/07/1994,TEL 3,30.5,32.6,33.0,30.1,3212537.0
27/07/1994,TEL 4,43.5,43.6,43.99,42.9,61046523.0
27/07/1994,TLS 4,370.0,385.0,385.0,370.0,6172961.6
27/07/1994,USI 4,1.02,1.08,1.08,1.01,3870200.0
27/07/1994,VAL 4,113.0,116.5,117.0,110.0,6943245.1
28/07/1994,ACE 4,59.5,61.9,62.0,59.5,1032602.3
28/07/1994,ALP 4,132.0,130.5,135.0,130.5,897655.0
28/07/1994,BBD 4,6.7,6.55,6.7,6.5,1813318.7
28/07/1994,BRH 4,240.0,236.0,240.0,236.0,1274770.0
28/07/1994,BMT 4,240.0,244.0,244.0,236.0,1423853.2
28/07/1994,CAB 4,160.0,165.0,165.0,160.0,2338933.0
28/07/1994,CMI 4,82.5,86.5,86.8,82.0,5980519.4
28/07/1994,CES 4,1105.0,1230.0,1230.0,1105.0,1546683.95
28/07/1994,ELE 3,235.0,243.0,244.0,233.0,15028000.5
28/07/1994,ELE 6,239.0,244.0,245.99,236.0,14797253.4
28/07/1994,PTI 4,8.53,8.55,8.6,8.42,1203484.0
28/07/1994,ITA 4,207.0,206.0,208.0,205.0,1005089.9
28/07/1994,LIG 3,293.0,305.0,305.0,293.0,1627794.5
28/07/1994,PMA 4,14.9,15.25,15.3,14.71,998141.0
28/07/1994,PET 4,124.0,124.5,125.99,123.0,12755863.0
28/07/1994,REP 4,1.59,1.6,1.63,1.59,961159.0
28/07/1994,SCO 4,940.0,950.0,950.0,940.0,908890.0
28/07/1994,CSN 3,27.0,27.4,28.0,27.0,3931335.0
28/07/1994,CST 6,561.0,605.0,610.0,561.0,2645796.14
28/07/1994,CRU 3,5465.0,5802.0,5810.0,5465.0,1675750.45
28/07/1994,TEL 3,32.6,35.01,35.01,32.5,4177141.0
28/07/1994,TEL 4,44.0,44.8,44.9,43.5,72648709.0
28/07/1994,TLS 3,305.0,330.0,340.0,304.95,1415023.3
28/07/1994,TLS 4,385.0,415.0,420.0,382.0,3760772.9
28/07/1994,USI 4,1.09,1.09,1.1,1.07,5604447.0
28/07/1994,VAL 4,117.5,116.5,118.0,114.0,6563945.6
28/07/1994,VSM 3,3740.0,3800.0,3800.0,3740.0,2098649.8
29/07/1994,ACE 4,61.5,62.0,62.0,61.5,1167171.0
29/07/1994,BRH 4,235.0,235.01,235.01,233.0,1375438.4
29/07/1994,BB  4,20.4,19.8,20.4,19.6,704555.0
29/07/1994,CAB 4,170.0,163.0,174.0,160.01,1849660.1
29/07/1994,CMI 4,86.51,86.5,87.0,83.0,1684161.6
29/07/1994,CTN 4,235.06,238.0,238.0,235.0,826210.0
29/07/1994,ELE 3,243.0,237.0,245.0,237.0,5187582.0
29/07/1994,ELE 6,244.0,241.0,246.0,238.0,6153014.6
29/07/1994,PTI 4,8.61,8.66,8.67,8.59,1271985.0
29/07/1994,ITA 4,206.0,210.0,210.0,205.0,1467340.0
29/07/1994,PET 4,125.0,123.5,125.5,122.01,5315997.8
29/07/1994,BRD 4,36.0,36.5,36.5,36.0,835654.4
29/07/1994,SCO 4,950.0,960.0,960.0,950.0,1587450.0
29/07/1994,CSN 3,27.4,27.3,27.61,27.15,2260439.0
29/07/1994,CST 6,600.0,605.0,605.0,594.0,3196151.45
29/07/1994,CRU 3,5950.0,6010.0,6100.0,5950.0,1150000.97
29/07/1994,TEL 3,35.0,33.9,35.0,33.9,4109948.0
29/07/1994,TEL 4,45.0,43.9,45.2,43.75,94617461.0
29/07/1994,TLS 4,415.0,415.0,415.0,400.0,3138358.9
29/07/1994,USI 4,1.11,1.09,1.11,1.07,2160012.0
29/07/1994,VAL 4,116.0,115.0,116.5,114.0,1501838.6
01/08/1994,BBD 4,6.25,6.18,6.26,6.1,1920719.8
01/08/1994,CMI 4,87.0,85.1,87.0,85.0,2564689.1
01/08/1994,CES 4,1224.99,1215.0,1240.0,1185.0,1074005.16
01/08/1994,CTN 4,235.0,240.0,240.0,235.0,1786450.6
01/08/1994,DIX 4,497.0,495.0,498.0,495.0,1634922.0
01/08/1994,ELE 3,235.0,237.0,239.0,230.01,9605392.3
01/08/1994,ELE 6,239.01,241.0,242.0,233.0,5235682.6
01/08/1994,ITA 4,205.0,203.0,205.0,200.0,1286910.0
01/08/1994,LIG 3,305.0,329.0,330.0,305.0,1771001.0
01/08/1994,PET 4,120.0,119.99,122.0,117.5,14890184.8
01/08/1994,CSN 3,27.2,27.4,27.5,26.8,1447794.0
01/08/1994,TEL 3,33.0,32.8,33.0,32.4,1719108.0
01/08/1994,TEL 4,44.5,43.1,44.5,42.2,69726501.0
01/08/1994,TLS 4,411.0,420.0,420.0,405.0,5809094.3
01/08/1994,USI 4,1.07,1.1,1.1,1.07,2615745.0
01/08/1994,VAL 4,114.5,113.49,114.5,112.0,29437607.7
02/08/1994,ACE 3,56.99,57.28,57.28,56.5,1803137.0
02/08/1994,ARC 6,2000.0,2005.0,2045.0,1980.0,949249.51
02/08/1994,BEL 3,108.99,110.0,111.01,108.99,5133285.6
02/08/1994,BOB 4,19.0,19.5,20.0,19.0,1400080.0
02/08/1994,BBD 4,6.2,6.55,6.55,6.2,3473854.5
02/08/1994,BB  4,20.4,21.51,22.2,20.2,2060382.0
02/08/1994,CMI 4,86.0,90.5,90.5,86.0,2626202.2
02/08/1994,CES 4,1235.0,1310.0,1310.0,1235.0,2350041.82
02/08/1994,ICP 4,270.0,290.0,290.0,270.0,1075975.4
02/08/1994,CTN 3,280.01,290.0,290.0,280.01,1242005.0
